client_no,attrition_flag,customer_age,gender,education_level,marital_status,income_category,card_category,months_on_book,months_inactive_12_mon,credit_limit,total_revolving_bal,total_trans_amt,avg_utilization_ratio
712305333,Existing Customer,59,M,Graduate,Single,$60K - $80K,Blue,53,2,4386,2505,4064,0.571
812785158,Existing Customer,42,M,Uneducated,Married,Less than $40K,Blue,37,3,2411,1797,4331,0.745
765459858,Attrited Customer,47,M,Graduate,Divorced,Less than $40K,Blue,40,4,6397,0,2511,0
714894708,Attrited Customer,53,M,Uneducated,Unknown,$120K +,Blue,45,4,23958,2517,2777,0.105
711296508,Existing Customer,49,F,Graduate,Single,Less than $40K,Blue,42,2,2608,2455,4776,0.941
795713058,Existing Customer,45,M,Post-Graduate,Married,$40K - $60K,Blue,39,1,4409,1753,4292,0.398
789487308,Existing Customer,48,M,Doctorate,Single,$60K - $80K,Blue,39,2,10033,0,4106,0
720130233,Attrited Customer,48,M,High School,Single,$60K - $80K,Blue,36,3,1641,0,2536,0
789047208,Existing Customer,57,F,High School,Single,Less than $40K,Blue,45,1,2454,1610,4983,0.656
715864983,Existing Customer,56,F,High School,Married,Less than $40K,Blue,43,2,1978,0,4870,0
708765933,Existing Customer,46,M,Post-Graduate,Married,$60K - $80K,Blue,36,2,5464,887,4866,0.162
809320908,Existing Customer,42,M,High School,Single,$60K - $80K,Blue,37,3,5951,0,4160,0
779324358,Existing Customer,49,F,Uneducated,Single,Less than $40K,Blue,31,1,2381,1603,4013,0.673
713730108,Existing Customer,48,M,Post-Graduate,Divorced,$60K - $80K,Blue,38,2,11596,1258,4686,0.108
711783483,Existing Customer,55,F,Post-Graduate,Single,$40K - $60K,Blue,46,3,5162,984,3562,0.191
719294433,Existing Customer,63,F,Uneducated,Single,Unknown,Blue,55,3,16312,520,4366,0.032
718279008,Attrited Customer,44,M,High School,Single,$60K - $80K,Silver,36,2,25276,0,2282,0
721238508,Existing Customer,38,F,High School,Single,Less than $40K,Blue,26,3,1939,1484,4790,0.765
709365483,Existing Customer,45,F,Doctorate,Divorced,$40K - $60K,Blue,36,3,2788,1826,4437,0.655
718477983,Existing Customer,54,F,High School,Married,Less than $40K,Blue,42,2,1438.3,1108,4776,0.77
719809533,Existing Customer,59,F,Unknown,Married,Less than $40K,Blue,36,1,2448,1969,5066,0.804
717239133,Existing Customer,52,F,College,Married,Unknown,Blue,40,3,10317,642,3939,0.062
814091058,Attrited Customer,38,F,College,Single,Less than $40K,Blue,33,2,3119,2517,2492,0.807
710555433,Attrited Customer,42,F,Graduate,Single,Less than $40K,Blue,36,2,2803,0,2216,0
770956158,Existing Customer,43,F,Graduate,Unknown,Less than $40K,Blue,30,2,2397,2151,4140,0.897
718263108,Attrited Customer,44,F,Unknown,Divorced,Less than $40K,Blue,32,3,1693,1457,2829,0.861
715984908,Existing Customer,52,M,Graduate,Married,$80K - $120K,Blue,36,3,2866,1882,4850,0.657
711020358,Existing Customer,52,F,Uneducated,Unknown,$40K - $60K,Blue,36,2,2498,1650,4434,0.661
788769783,Existing Customer,42,F,College,Divorced,Less than $40K,Blue,23,1,1878,1024,4707,0.545
715496808,Existing Customer,53,F,Graduate,Married,$40K - $60K,Blue,36,3,2712,2487,4159,0.917
779931783,Attrited Customer,52,M,High School,Single,$120K +,Blue,38,3,34516,0,2213,0
818763033,Existing Customer,34,F,Graduate,Married,$40K - $60K,Blue,29,1,6169,2517,4794,0.408
711953358,Existing Customer,51,M,Graduate,Married,$80K - $120K,Blue,35,2,6205,2264,4605,0.365
716485308,Existing Customer,43,F,Unknown,Unknown,Less than $40K,Blue,36,3,1780,1541,5008,0.866
716432658,Existing Customer,48,F,High School,Married,Less than $40K,Blue,36,2,1438.3,0,4490,0
712691883,Attrited Customer,41,F,High School,Married,Less than $40K,Blue,36,2,2811,2404,2245,0.855
712611108,Attrited Customer,59,F,Unknown,Single,Less than $40K,Blue,53,6,7501,2517,2280,0.336
716245833,Existing Customer,62,M,Graduate,Unknown,Less than $40K,Blue,36,3,2856,2517,4473,0.881
780052008,Existing Customer,37,M,Unknown,Single,$80K - $120K,Blue,22,2,29898,1414,3883,0.047
709759908,Existing Customer,46,M,Graduate,Married,$60K - $80K,Blue,36,2,1939,685,4327,0.353
788667408,Existing Customer,50,F,High School,Married,Less than $40K,Blue,21,1,2965,1819,4475,0.613
721449408,Existing Customer,40,F,Unknown,Single,Less than $40K,Blue,25,2,2812,2029,4763,0.722
708316008,Attrited Customer,59,F,Graduate,Single,Unknown,Blue,36,2,10031,0,1792,0
714655758,Existing Customer,62,M,Graduate,Divorced,$40K - $60K,Blue,36,3,4049,0,4003,0
711846183,Attrited Customer,38,F,Graduate,Single,$40K - $60K,Blue,26,2,2669,0,2271,0
720612333,Attrited Customer,44,F,College,Single,Less than $40K,Blue,28,2,1951,0,2697,0
714673833,Existing Customer,59,F,Graduate,Single,$40K - $60K,Blue,36,3,1528,0,4411,0
710525508,Attrited Customer,48,F,High School,Married,Less than $40K,Blue,36,3,1438.3,455,2090,0.316
757854858,Attrited Customer,50,M,Unknown,Married,$60K - $80K,Blue,43,3,3143,0,2297,0
714658233,Existing Customer,46,F,High School,Unknown,Less than $40K,Blue,37,3,1438.3,725,3916,0.504
716381808,Existing Customer,43,M,Unknown,Single,$40K - $60K,Blue,36,4,8406,0,3820,0
720831783,Existing Customer,50,F,High School,Unknown,Less than $40K,Blue,36,2,2242,888,4708,0.396
714319233,Attrited Customer,44,M,Graduate,Divorced,$60K - $80K,Blue,36,3,6538,0,2132,0
718178583,Existing Customer,42,F,Unknown,Married,Less than $40K,Blue,29,3,4710,1604,4663,0.341
708886533,Existing Customer,50,M,Graduate,Single,$120K +,Blue,41,1,13032,1701,4348,0.131
716239383,Existing Customer,45,F,High School,Married,Less than $40K,Blue,36,2,2225,0,4138,0
714672933,Existing Customer,52,F,Graduate,Married,$40K - $60K,Blue,36,4,3143,2268,4417,0.722
809954133,Existing Customer,49,M,Uneducated,Married,$60K - $80K,Blue,44,1,5013,0,5223,0
714855108,Existing Customer,60,F,High School,Married,Less than $40K,Blue,50,0,3466,973,4073,0.281
718730283,Existing Customer,38,F,Graduate,Married,Less than $40K,Blue,18,3,1686,1206,4891,0.715
709232808,Attrited Customer,44,F,Unknown,Divorced,$40K - $60K,Blue,34,3,1689,0,1588,0
804428958,Existing Customer,47,M,Graduate,Married,$40K - $60K,Blue,42,2,1626,0,4847,0
711474333,Attrited Customer,57,F,Uneducated,Single,Less than $40K,Blue,51,5,1614,0,1690,0
720070383,Existing Customer,41,F,Uneducated,Single,Unknown,Blue,29,3,2429,1966,4775,0.809
720322008,Existing Customer,35,F,Unknown,Married,$40K - $60K,Blue,15,2,1438.3,834,4551,0.58
714527433,Attrited Customer,39,M,Graduate,Married,$80K - $120K,Blue,30,2,17523,0,1974,0
789267633,Existing Customer,54,F,College,Married,Less than $40K,Blue,43,4,2573,1760,4404,0.684
714523383,Existing Customer,43,F,Graduate,Single,$40K - $60K,Blue,33,2,2900,2122,4656,0.732
713996283,Existing Customer,32,F,Post-Graduate,Single,Less than $40K,Blue,36,5,2352,2176,5209,0.925
714557583,Existing Customer,58,F,College,Single,Less than $40K,Blue,36,4,2212,1902,4976,0.86
714014733,Attrited Customer,33,M,College,Single,$80K - $120K,Blue,36,3,9642,1431,2172,0.148
779065458,Existing Customer,56,M,High School,Married,$120K +,Blue,37,1,9257,0,4212,0
712733958,Attrited Customer,46,F,Unknown,Single,Less than $40K,Blue,36,3,1731,0,2304,0
719231583,Existing Customer,61,M,Graduate,Unknown,$60K - $80K,Blue,49,2,16929,1838,4799,0.109
778801608,Existing Customer,50,M,College,Married,$80K - $120K,Blue,39,4,3606,1862,3568,0.516
720728133,Existing Customer,44,M,Uneducated,Single,$40K - $60K,Blue,33,3,1714,0,4180,0
718153233,Existing Customer,46,M,Uneducated,Married,$80K - $120K,Blue,36,2,23512,1562,3764,0.066
716122008,Attrited Customer,44,F,Unknown,Married,Less than $40K,Blue,35,3,1855,0,2544,0
714960408,Attrited Customer,44,F,College,Single,Less than $40K,Blue,34,3,1605,890,2722,0.555
772382283,Attrited Customer,46,F,Graduate,Married,Less than $40K,Blue,36,3,2302,1593,2689,0.692
817236708,Existing Customer,42,M,Uneducated,Married,$60K - $80K,Blue,25,2,13546,1720,3943,0.127
714266883,Attrited Customer,54,F,Post-Graduate,Unknown,Less than $40K,Blue,44,3,2440,503,2334,0.206
792795933,Existing Customer,39,F,Graduate,Single,Less than $40K,Blue,30,6,2669,2397,3847,0.898
717219933,Attrited Customer,47,F,Unknown,Single,Less than $40K,Blue,35,3,2402,628,1930,0.261
719986758,Attrited Customer,46,F,Unknown,Single,$40K - $60K,Blue,33,3,3001,0,2577,0
712326708,Existing Customer,42,F,Unknown,Married,Less than $40K,Blue,31,2,2552,2220,4437,0.87
721505358,Existing Customer,41,F,Unknown,Married,Less than $40K,Blue,34,6,2679,2214,4682,0.826
804337233,Existing Customer,45,F,High School,Single,Less than $40K,Blue,35,2,1502,0,4890,0
785351133,Existing Customer,61,F,Graduate,Unknown,$40K - $60K,Blue,55,3,1438.3,0,4518,0
714034158,Existing Customer,46,F,Unknown,Married,Less than $40K,Blue,38,2,3331,1307,3946,0.392
720349983,Existing Customer,32,F,Unknown,Divorced,Less than $40K,Blue,19,2,1438.3,0,4593,0
720155583,Existing Customer,55,F,Unknown,Single,Less than $40K,Blue,39,2,2426,1589,5175,0.655
806140383,Attrited Customer,59,M,High School,Single,$80K - $120K,Blue,54,2,2791,2396,2658,0.858
799031958,Existing Customer,49,M,Unknown,Unknown,$80K - $120K,Blue,43,2,18379,999,4122,0.054
719556558,Existing Customer,46,M,Doctorate,Married,$120K +,Blue,34,3,3499,1759,3972,0.503
771455508,Existing Customer,60,F,College,Single,Less than $40K,Blue,48,1,1438.3,0,4104,0
712214283,Existing Customer,40,M,Graduate,Married,$120K +,Blue,28,3,18295,0,4827,0
712667058,Existing Customer,39,F,Graduate,Single,Less than $40K,Blue,29,1,1568,995,4531,0.635
715393908,Existing Customer,57,F,Post-Graduate,Married,Less than $40K,Blue,36,0,2712,1445,4520,0.533
751518633,Attrited Customer,48,M,Post-Graduate,Single,$120K +,Silver,41,3,34516,2517,2260,0.073
769100508,Existing Customer,55,F,High School,Single,Less than $40K,Blue,49,2,2177,1472,5228,0.676
720582558,Existing Customer,44,F,Uneducated,Married,Less than $40K,Blue,34,3,2296,0,5108,0
710773533,Existing Customer,43,F,Post-Graduate,Married,Less than $40K,Blue,35,3,2435,1595,5268,0.655
712395408,Attrited Customer,51,F,Graduate,Divorced,Less than $40K,Blue,41,3,1495,691,2552,0.462
818459733,Attrited Customer,41,M,Doctorate,Single,$120K +,Blue,26,2,9220,0,2276,0
708867408,Attrited Customer,52,M,High School,Married,$60K - $80K,Blue,40,4,23128,1958,2050,0.085
772457583,Existing Customer,47,F,Doctorate,Single,Less than $40K,Blue,37,0,4254,1204,5385,0.283
810271083,Attrited Customer,47,F,Unknown,Single,$40K - $60K,Blue,42,5,14897,0,2164,0
712649058,Existing Customer,54,F,Uneducated,Single,Less than $40K,Blue,36,2,3554,0,4121,0
788737083,Existing Customer,34,F,High School,Married,Less than $40K,Blue,13,2,1798,833,4551,0.463
714012258,Existing Customer,44,F,College,Single,Less than $40K,Blue,34,2,2429,1687,4122,0.695
757662258,Existing Customer,46,F,Graduate,Divorced,$40K - $60K,Blue,39,1,2477,1480,5138,0.597
714388158,Existing Customer,36,F,Uneducated,Divorced,Unknown,Blue,36,2,14304,699,4746,0.049
720067083,Existing Customer,30,F,High School,Single,Less than $40K,Blue,36,1,1536,801,3904,0.521
814529508,Existing Customer,39,F,High School,Unknown,Unknown,Blue,34,3,15370,686,4106,0.045
794068308,Existing Customer,45,M,Unknown,Unknown,$40K - $60K,Gold,39,1,23981,1684,4141,0.07
824812983,Existing Customer,42,M,Unknown,Single,$60K - $80K,Blue,38,1,6318,1397,4166,0.221
713396358,Existing Customer,32,F,Graduate,Single,Unknown,Blue,13,1,3558,816,4878,0.229
719420883,Attrited Customer,56,F,Graduate,Unknown,Less than $40K,Blue,44,3,1677,0,2477,0
785500533,Existing Customer,53,F,Unknown,Married,Less than $40K,Blue,47,2,2734,2085,4064,0.763
712138008,Existing Customer,52,F,Graduate,Married,$40K - $60K,Blue,36,3,2396,1663,4569,0.694
709279608,Existing Customer,45,M,High School,Married,$80K - $120K,Blue,35,2,9852,2277,3813,0.231
788771733,Existing Customer,49,M,High School,Single,$60K - $80K,Blue,30,3,1579,900,4354,0.57
753365883,Attrited Customer,44,F,Unknown,Single,Unknown,Blue,37,2,1900,0,2298,0
770717883,Existing Customer,42,F,College,Married,$40K - $60K,Blue,28,2,1820,0,4592,0
716919633,Existing Customer,58,F,Uneducated,Unknown,$40K - $60K,Blue,39,1,2406,0,4450,0
717915783,Attrited Customer,60,M,Unknown,Married,$60K - $80K,Blue,47,1,4541,1037,2829,0.228
720099708,Existing Customer,51,F,Unknown,Single,Less than $40K,Blue,43,3,3124,2517,4716,0.806
711004533,Existing Customer,44,F,Graduate,Single,Less than $40K,Blue,26,3,2240,1664,4399,0.743
709482633,Existing Customer,43,F,Uneducated,Married,$40K - $60K,Blue,31,1,1773,882,5400,0.497
717381183,Existing Customer,27,F,Graduate,Married,Less than $40K,Blue,36,2,1674,752,4513,0.449
719716983,Existing Customer,46,F,Graduate,Married,Unknown,Blue,39,3,3257,0,4042,0
711117108,Existing Customer,48,F,High School,Married,Unknown,Silver,36,2,32611,1718,3916,0.053
780567408,Existing Customer,47,F,Graduate,Divorced,Less than $40K,Blue,38,1,3027,1671,3912,0.552
778810083,Existing Customer,45,F,Graduate,Single,Less than $40K,Blue,35,3,4210,0,4175,0
778696608,Existing Customer,46,M,Graduate,Divorced,$40K - $60K,Blue,27,2,10931,2297,4802,0.21
771469758,Existing Customer,55,M,Graduate,Single,$120K +,Blue,43,1,34516,0,4131,0
714172158,Existing Customer,51,F,Doctorate,Single,$40K - $60K,Blue,36,2,2637,1009,4525,0.383
713713983,Existing Customer,42,F,Graduate,Single,Less than $40K,Blue,33,2,2899,1952,4906,0.673
787454133,Existing Customer,40,M,Unknown,Divorced,$120K +,Blue,26,2,1438.3,0,4776,0
709597983,Existing Customer,65,M,Doctorate,Divorced,Less than $40K,Blue,56,1,1573,653,3349,0.415
708298233,Attrited Customer,49,F,Graduate,Married,Less than $40K,Blue,37,2,6184,0,1756,0
779885358,Existing Customer,51,M,College,Married,$120K +,Silver,35,1,34516,2332,4587,0.068
709938708,Existing Customer,56,F,Uneducated,Married,Unknown,Blue,47,1,1822,1118,4576,0.614
719620983,Existing Customer,41,F,Unknown,Single,Less than $40K,Blue,29,3,2701,1839,4406,0.681
712329933,Attrited Customer,47,F,High School,Unknown,Less than $40K,Blue,41,3,3654,0,1998,0
798280683,Existing Customer,37,M,Post-Graduate,Single,$80K - $120K,Blue,31,3,2626,1736,4714,0.661
715265208,Existing Customer,48,F,High School,Single,Less than $40K,Blue,36,3,1438.3,812,3868,0.565
826069983,Existing Customer,46,F,Graduate,Single,Unknown,Blue,42,0,13376,1633,4515,0.122
708890958,Existing Customer,55,M,Graduate,Single,$120K +,Blue,42,3,31636,2517,4231,0.08
708818508,Existing Customer,36,M,Unknown,Married,Less than $40K,Blue,26,2,3453,2517,4386,0.729
795784008,Attrited Customer,44,F,Graduate,Married,Less than $40K,Blue,38,2,3889,2517,1718,0.647
714965958,Existing Customer,47,F,Post-Graduate,Unknown,$40K - $60K,Blue,36,2,2216,1800,4711,0.812
716328558,Existing Customer,46,M,Uneducated,Married,$80K - $120K,Blue,38,5,11434,0,4520,0
780747033,Existing Customer,43,F,Graduate,Married,Unknown,Blue,34,1,3146,808,4149,0.257
713923233,Existing Customer,46,M,High School,Married,$80K - $120K,Blue,36,3,2790,2185,3392,0.783
710962308,Existing Customer,57,F,High School,Single,Unknown,Blue,36,6,4396,834,4826,0.19
713254983,Existing Customer,62,M,Uneducated,Single,$60K - $80K,Blue,50,2,14314,656,4355,0.046
720275358,Attrited Customer,47,M,Graduate,Married,$40K - $60K,Blue,30,3,1889,0,2479,0
715964058,Existing Customer,39,F,High School,Single,Less than $40K,Blue,31,2,1862,726,5105,0.39
721461258,Existing Customer,53,M,High School,Married,$40K - $60K,Blue,39,2,2875,1671,4399,0.581
710727333,Attrited Customer,49,F,High School,Married,Less than $40K,Blue,36,2,1763,0,2813,0
717325158,Existing Customer,46,F,Graduate,Married,$40K - $60K,Blue,33,1,1438.3,883,4474,0.614
825856083,Existing Customer,39,M,Post-Graduate,Single,$40K - $60K,Blue,35,1,2623,2121,4078,0.809
807136758,Attrited Customer,58,F,High School,Married,Less than $40K,Blue,53,0,1944,0,2412,0
715400733,Attrited Customer,43,F,Uneducated,Married,$40K - $60K,Blue,36,4,1438.3,0,2116,0
713927283,Existing Customer,39,F,Graduate,Single,Unknown,Blue,34,1,2884,2517,4809,0.873
711594858,Existing Customer,44,F,Unknown,Single,Less than $40K,Blue,36,3,2936,1297,4509,0.442
711389358,Attrited Customer,42,M,Graduate,Married,$40K - $60K,Blue,23,3,5791,2517,2516,0.435
720769533,Existing Customer,65,M,Graduate,Single,$40K - $60K,Blue,36,0,1438.3,682,4427,0.474
715736283,Existing Customer,55,F,Doctorate,Single,Less than $40K,Blue,44,1,1912,0,4666,0
768949983,Existing Customer,31,F,Unknown,Single,Unknown,Blue,25,3,3288,2495,4370,0.759
711253383,Attrited Customer,48,F,Unknown,Married,Unknown,Blue,38,2,4382,0,2446,0
798457833,Existing Customer,46,F,Graduate,Married,Unknown,Blue,40,1,3595,1087,4534,0.302
794554683,Attrited Customer,41,F,Graduate,Married,Less than $40K,Blue,26,2,3159,0,2925,0
789996783,Existing Customer,36,F,Uneducated,Unknown,Unknown,Blue,28,3,5393,2509,4769,0.465
712220283,Existing Customer,37,M,Graduate,Unknown,$80K - $120K,Blue,28,2,12222,0,4215,0
751150233,Existing Customer,43,M,Graduate,Single,Less than $40K,Blue,36,2,1438.3,0,4459,0
715815783,Existing Customer,46,M,Graduate,Married,$60K - $80K,Blue,29,2,3429,0,4591,0
712599783,Existing Customer,39,M,Uneducated,Single,$80K - $120K,Blue,36,2,12618,1585,4768,0.126
719653308,Existing Customer,49,F,Uneducated,Married,Less than $40K,Blue,40,2,6049,796,4468,0.132
708928908,Existing Customer,39,F,Graduate,Single,Less than $40K,Blue,23,3,2533,0,5128,0
709780158,Existing Customer,52,F,Graduate,Single,Unknown,Blue,35,4,2411,1379,4812,0.572
768675483,Existing Customer,41,M,College,Divorced,$60K - $80K,Blue,35,3,2001,0,4455,0
714243408,Existing Customer,46,F,Graduate,Single,Unknown,Blue,36,6,2042,1359,4917,0.666
711323283,Attrited Customer,57,M,Uneducated,Married,$60K - $80K,Blue,41,3,2527,1030,2767,0.408
713499408,Existing Customer,49,M,Unknown,Married,Less than $40K,Blue,35,2,1438.3,0,4109,0
719245983,Existing Customer,46,F,Post-Graduate,Married,Unknown,Blue,38,3,13816,955,4238,0.069
810789708,Existing Customer,38,F,Post-Graduate,Single,Less than $40K,Blue,33,2,2256,0,4587,0
710301858,Existing Customer,49,F,High School,Married,Unknown,Silver,36,2,34516,2019,3820,0.058
718611333,Existing Customer,55,M,Post-Graduate,Married,$80K - $120K,Blue,36,1,6400,1979,4475,0.309
787557258,Existing Customer,52,F,Graduate,Married,Unknown,Blue,42,3,1816,0,4957,0
711533058,Existing Customer,42,F,Doctorate,Single,$40K - $60K,Blue,29,2,3347,2240,5533,0.669
715805133,Existing Customer,52,F,High School,Single,Less than $40K,Blue,43,2,2705,1581,5532,0.584
708680583,Existing Customer,53,F,Graduate,Married,$40K - $60K,Blue,36,1,2043,1590,4940,0.778
789454683,Existing Customer,45,F,High School,Single,$40K - $60K,Blue,36,2,1912,1281,5046,0.67
711428733,Existing Customer,50,F,Post-Graduate,Divorced,$40K - $60K,Blue,39,2,3028,1339,4144,0.442
715842183,Existing Customer,42,F,High School,Married,Less than $40K,Blue,35,4,1514,745,4004,0.492
815772333,Existing Customer,48,F,Unknown,Single,Less than $40K,Blue,43,3,1438.3,0,4059,0
778255083,Existing Customer,52,F,Uneducated,Married,Less than $40K,Blue,42,3,3103,2517,4641,0.811
715571583,Existing Customer,57,F,Doctorate,Divorced,Less than $40K,Blue,47,1,2504,1915,4847,0.765
720711483,Attrited Customer,56,F,High School,Married,Unknown,Blue,42,2,3674,2517,2608,0.685
827436483,Existing Customer,48,M,Graduate,Married,$80K - $120K,Blue,44,1,2916,0,4336,0
710715783,Existing Customer,52,F,Uneducated,Single,Less than $40K,Blue,45,2,1633,0,4436,0
758367933,Existing Customer,56,M,Uneducated,Single,$80K - $120K,Blue,49,3,5466,0,4435,0
721399833,Existing Customer,43,F,High School,Married,$40K - $60K,Blue,34,1,2032,1008,4736,0.496
708727983,Existing Customer,62,M,Uneducated,Single,$60K - $80K,Blue,36,1,3933,0,3048,0
